file,class,type,cbo,cboModified,fanin,fanout,wmc,dit,noc,rfc,lcom,lcom*,tcc,lcc,totalMethodsQty,staticMethodsQty,publicMethodsQty,privateMethodsQty,protectedMethodsQty,defaultMethodsQty,visibleMethodsQty,abstractMethodsQty,finalMethodsQty,synchronizedMethodsQty,totalFieldsQty,staticFieldsQty,publicFieldsQty,privateFieldsQty,protectedFieldsQty,defaultFieldsQty,finalFieldsQty,synchronizedFieldsQty,nosi,loc,returnQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,variablesQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty
E:\FYP_Project\temp_batch\File_2176.java,org.junit.tests.experimental.max.MaxStarterTest$HalfMalformedJUnit38TestMethod,innerclass,1,1,0,1,2,2,0,0,1,0.0,NaN,NaN,2,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,9,0
E:\FYP_Project\temp_batch\File_958.java,TestSuite$Anonymous1,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
E:\FYP_Project\temp_batch\File_690.java,AssumptionFailedTest,innerclass,1,2,1,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$SonOfWrongTypedField,innerclass,1,1,0,1,0,2,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,0
E:\FYP_Project\temp_batch\File_2181.java,org.junit.tests.junit3compatibility.ForwardCompatibilityTest$ExceptionInBeforeTest,innerclass,2,2,0,2,2,1,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$WrongTypedField,innerclass,2,2,0,2,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,5,9,0
E:\FYP_Project\temp_batch\File_3332.java,com.puppycrawl.tools.checkstyle.filters.suppresswithplaintextcommentfilter.Example7,class,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
E:\FYP_Project\temp_batch\File_2190.java,Record,innerclass,2,4,2,2,4,1,0,1,1,0.5555556,0.0,0.0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,3,0,0,16,0,0,1,0,0,0,1,3,0,3,0,0,0,0,9,10,0
E:\FYP_Project\temp_batch\File_5224.java,org.apache.commons.lang3.text.StrLookup,class,4,7,3,4,5,3,0,0,10,0.8,0.0,0.0,5,3,4,0,1,0,5,1,0,0,2,2,0,2,0,0,2,0,0,33,3,0,0,0,0,0,0,2,0,2,0,0,2,0,142,1025,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$UsesCustomMethodRule,innerclass,4,4,0,4,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,6,0,0,0,0,0,1,0,1,0,1,0,0,0,0,10,9,0
E:\FYP_Project\temp_batch\File_2175.java,org.junit.tests.experimental.max.JUnit38SortingTest,class,10,10,0,10,4,2,0,9,0,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,2,0,0,2,0,0,0,0,1,34,0,0,0,0,0,2,1,5,0,5,1,0,2,0,21,1,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$UseParameterizedFactoryTest,innerclass,2,2,0,2,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0
E:\FYP_Project\temp_batch\File_2190.java,DurationDuringTestTest,innerclass,2,3,1,2,1,1,0,3,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,0,0,0,22,9,0
E:\FYP_Project\temp_batch\File_2539.java,com.puppycrawl.tools.checkstyle.grammar.InputJava7TryWithResources$MyResource,innerclass,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0
E:\FYP_Project\temp_batch\File_4075.java,org.junit.rules.StopwatchTest$Record,innerclass,2,2,0,2,4,1,0,1,1,0.5555556,0.0,0.0,3,0,0,0,0,3,3,0,0,0,3,0,0,0,0,3,3,0,0,16,0,0,1,0,0,0,1,3,0,3,0,0,0,0,9,10,0
E:\FYP_Project\temp_batch\File_3868.java,org.apache.commons.lang3.exception.ContextedRuntimeExceptionTest$Anonymous1,anonymous,0,0,0,0,0,1,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,7,-1,0
E:\FYP_Project\temp_batch\File_5235.java,FormatFactory,interface,2,2,0,2,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0
E:\FYP_Project\temp_batch\File_981.java,InternalWatcher,innerclass,2,3,1,2,5,1,0,7,10,0.0,0.0,0.0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,2,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$IncorrectTest,innerclass,4,4,0,4,2,1,0,1,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,0,0,2,0,0,0,0,0,0,0,4,9,0
E:\FYP_Project\temp_batch\File_907.java,org.junit.tests.validation.ValidationTest$WrongBeforeClass,innerclass,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,9,0
E:\FYP_Project\temp_batch\File_4075.java,org.junit.rules.StopwatchTest$FailedTest,innerclass,3,3,0,3,1,2,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$ClassRulesModifiableList,innerclass,6,6,0,6,2,1,0,1,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,2,0,0,0,0,0,0,0,0,9,9,0
E:\FYP_Project\temp_batch\File_2190.java,SkippedTest,innerclass,2,3,1,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0
E:\FYP_Project\temp_batch\File_2542.java,InputJava7TryWithResources,class,3,3,0,3,8,1,0,0,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,7,0,1,0,9,0,9,1,0,1,0,17,1,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$MethodSubclassOfTestWithClassRule,innerclass,1,1,0,1,0,2,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0
E:\FYP_Project\temp_batch\File_2169.java,junit.tests.framework.InheritedTestCase,class,1,1,0,1,1,2,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0
E:\FYP_Project\temp_batch\File_719.java,org.junit.tests.listening.RunnerTest$MyListener,innerclass,2,2,0,2,1,2,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1,0
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$UnOrderableRunnersAreHandledWithoutCrashing$UnOrderableRunner,innerclass,3,3,0,3,3,2,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$CallMethodOnlyOnceRule$Dummy$Anonymous3,anonymous,0,0,0,0,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1,0
E:\FYP_Project\temp_batch\File_3880.java,NumericEntityUnescaper,class,5,5,0,5,22,1,0,13,1,0.33333334,0.0,0.0,3,0,3,0,0,0,3,0,0,0,1,0,0,1,0,0,1,0,0,68,6,1,8,1,2,1,18,12,7,9,3,0,1,0,120,1,0
E:\FYP_Project\temp_batch\File_2190.java,FailedTest,innerclass,2,3,1,2,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0
E:\FYP_Project\temp_batch\File_2181.java,org.junit.tests.junit3compatibility.ForwardCompatibilityTest$NoTests,innerclass,2,2,0,2,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0
E:\FYP_Project\temp_batch\File_3885.java,org.apache.commons.lang3.time.DurationFormatUtilsTest,class,7,8,1,7,45,2,0,53,664,0.9459459,0.0,0.0,37,0,0,4,0,33,33,0,0,0,1,1,0,1,0,0,1,0,33,457,1,7,1,0,0,353,779,105,61,48,3,0,0,10,172,0,0
E:\FYP_Project\temp_batch\File_975.java,Assert,class,10,10,0,10,107,1,0,40,2485,0.0,0.0,0.0,71,70,56,13,1,1,58,0,0,0,0,0,0,0,0,0,0,0,0,318,19,0,21,1,2,36,3,25,19,17,3,0,0,0,223,1,0
E:\FYP_Project\temp_batch\File_887.java,org.apache.commons.lang3.tuple.Pair,class,7,9,2,7,18,1,0,15,120,0.96875,0.0,0.0,16,4,16,0,0,0,16,2,1,0,2,2,1,1,0,0,2,0,5,54,14,0,1,0,0,2,1,3,1,3,1,0,0,0,171,1025,0
E:\FYP_Project\temp_batch\File_2138.java,org.junit.ComparisonFailure$ComparisonCompactor,innerclass,2,2,0,2,11,1,0,11,0,0.625,0.0,0.0,4,0,2,2,0,0,2,0,0,0,6,3,0,6,0,0,6,0,4,72,5,2,4,0,0,3,7,13,8,13,2,0,1,0,54,10,0
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsSortableViaOrderWith$Unordered,innerclass,1,1,0,1,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,0,5,9,0
E:\FYP_Project\temp_batch\File_5239.java,org.apache.commons.lang3.text.translate.OctalUnescaper,class,2,3,1,2,13,2,0,9,3,0.0,0.0,0.0,3,0,2,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,26,3,0,1,0,0,0,11,5,6,5,3,0,0,0,78,1,0
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsOrderableViaOrderWith$SuiteOrderedAlphanumerically,innerclass,3,3,0,3,0,2,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0
E:\FYP_Project\temp_batch\File_2539.java,com.puppycrawl.tools.checkstyle.grammar.InputJava7TryWithResources,class,1,1,0,1,8,1,0,0,0,0.0,NaN,NaN,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,7,0,1,0,9,0,9,1,0,1,0,17,1,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$HasMultipleMethodsReturningMethodRule,innerclass,3,3,0,3,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$ParametersNotIterable,innerclass,4,4,0,4,2,1,0,0,1,0.0,0.0,0.0,2,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,6,9,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$Callbacks$NoOpRule,innerclass,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$SonOfNonPublicExampleTest,innerclass,1,1,0,1,0,2,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0
E:\FYP_Project\temp_batch\File_659.java,junit.tests.runner.ResultTest,class,11,12,1,11,14,3,0,25,49,0.72727275,0.0,0.0,11,0,8,3,0,0,8,0,0,0,1,0,0,1,0,0,0,0,1,120,0,1,1,1,0,11,1,30,4,30,2,0,3,0,66,1,0
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsSortableViaOrderWith$SortedReverseAlphanumerically,innerclass,3,3,0,3,0,2,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$OneShotIterable,innerclass,1,1,0,1,3,1,0,2,0,0.25,0.0,0.0,2,0,1,0,0,1,2,0,0,0,2,0,0,2,0,0,2,0,0,13,1,0,0,0,0,1,0,2,0,2,1,0,0,0,15,10,0
E:\FYP_Project\temp_batch\File_3158.java,com.puppycrawl.tools.checkstyle.meta.ModuleType,enum,0,1,1,0,2,1,0,0,0,0.0,0.0,0.0,2,0,1,0,0,1,2,0,0,0,1,0,0,1,0,0,1,0,0,12,1,0,0,0,0,3,0,1,0,1,0,0,0,0,33,1,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest,class,20,20,0,20,15,4,0,10,85,0.8,0.0,0.0,15,0,15,0,0,0,15,0,0,0,3,3,0,3,0,0,0,0,7,247,0,0,0,0,0,11,6,9,0,3,0,0,19,0,93,1,0
E:\FYP_Project\temp_batch\File_2526.java,com.puppycrawl.tools.checkstyle.DefinitionsTest,class,3,3,0,3,1,1,0,4,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,1,0
E:\FYP_Project\temp_batch\File_4075.java,org.junit.rules.StopwatchTest$AbstractStopwatchTest$Anonymous2,anonymous,4,4,0,4,4,1,0,1,6,0.0,0.0,0.0,4,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,3,4,0,0,0,0,0,0,14,-1,0
E:\FYP_Project\temp_batch\File_4075.java,org.junit.rules.StopwatchTest$AbstractStopwatchTest$Anonymous3,anonymous,2,2,0,2,1,1,0,1,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
E:\FYP_Project\temp_batch\File_2151.java,org.junit.internal.runners.statements.FailOnTimeoutTest$DelegatingStatement,innerclass,1,1,0,1,1,2,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,10,0
E:\FYP_Project\temp_batch\File_4075.java,org.junit.rules.StopwatchTest$AbstractStopwatchTest$Anonymous1,anonymous,0,0,0,0,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
E:\FYP_Project\temp_batch\File_2143.java,org.junit.experimental.results.FailureList,class,3,3,0,3,4,1,0,2,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,19,1,1,0,1,0,1,0,3,0,3,2,0,0,0,13,0,0
E:\FYP_Project\temp_batch\File_2181.java,org.junit.tests.junit3compatibility.ForwardCompatibilityTest$UnExpectedExceptionTest,innerclass,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0
E:\FYP_Project\temp_batch\File_3857.java,org.apache.commons.lang3.CharSetTest,class,4,4,0,4,15,2,0,18,105,0.0,0.0,0.0,15,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,2,355,0,0,0,0,0,88,44,104,0,32,0,0,0,0,55,0,0
E:\FYP_Project\temp_batch\File_3867.java,org.apache.commons.lang3.exception.ContextedExceptionTest,class,6,6,0,6,9,2,0,13,36,0.0,0.0,0.0,9,0,1,0,0,8,9,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,13,1,19,1,10,0,0,0,0,40,0,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$WatchmanTest$Anonymous4,anonymous,1,1,0,1,2,1,0,3,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,4,0,2,2,0,0,0,0,0,8,-1,0
E:\FYP_Project\temp_batch\File_3866.java,org.apache.commons.lang3.concurrent.ConstantInitializerTest,class,5,6,1,5,13,2,0,17,0,0.3,0.0,0.0,10,0,1,1,0,8,9,0,0,0,2,1,0,2,0,0,1,0,2,55,0,0,1,0,0,14,3,10,4,7,2,0,0,0,80,0,0
E:\FYP_Project\temp_batch\File_659.java,junit.tests.runner.ResultTest$SerializationFormat,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0
E:\FYP_Project\temp_batch\File_2396.java,PredicatesTest,class,3,3,0,3,2,1,0,5,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,2,0,2,0,2,0,0,0,0,11,0,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$NonPublicExampleTest,innerclass,4,4,0,4,1,1,0,0,0,1.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,8,1032,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$ExampleTestWithClassRule,innerclass,4,4,0,4,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,1,1,0,0,0,0,0,2,9,0,0,0,0,0,0,2,1,0,1,0,0,0,0,11,9,0
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$ExceptionThrowingRunnerFactory,innerclass,4,4,0,4,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12,9,0
E:\FYP_Project\temp_batch\File_2174.java,org.junit.tests.experimental.AssumptionTest$HasAssumeWithMessage,innerclass,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$BeforesAndAfters$Anonymous5,anonymous,1,1,0,1,3,1,0,0,3,0.0,0.0,0.0,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,3,0,3,0,0,0,0,0,0,8,-1,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$HasMethodReturningMethodRule$Anonymous7,anonymous,3,3,0,3,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,6,-1,0
E:\FYP_Project\temp_batch\File_2183.java,org.junit.tests.manipulation.OrderWithTest$TestClassRunnerIsSortableViaOrderWith$SortedAlphanumerically,innerclass,3,3,0,3,0,2,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest$TestThrowable,innerclass,0,0,0,0,0,2,0,0,0,NaN,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0,1,1,0,1,0,0,0,0,9,9,0
E:\FYP_Project\temp_batch\File_992.java,Context,interface,2,2,0,2,2,1,0,0,1,0.0,0.0,0.0,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0
E:\FYP_Project\temp_batch\File_2177.java,org.junit.tests.experimental.parallel.AllParallelTests,class,5,5,0,5,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$CallbackArguments,innerclass,9,9,0,9,6,1,0,7,15,0.0,0.0,0.0,6,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,107,0,0,0,0,0,9,0,0,0,0,0,0,6,0,11,9,0
E:\FYP_Project\temp_batch\File_911.java,org.apache.commons.lang3.SystemUtils,class,2,4,2,2,35,1,0,62,239,0.99464875,0.0,0.0,23,22,16,3,0,4,20,0,0,0,130,130,128,1,0,1,130,0,92,225,28,1,7,1,0,108,1,134,14,134,2,0,0,1,309,1,0
E:\FYP_Project\temp_batch\File_3145.java,com.puppycrawl.tools.checkstyle.checks.imports.AccessResult,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0
E:\FYP_Project\temp_batch\File_2174.java,org.junit.tests.experimental.AssumptionTest$Anonymous1,anonymous,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,-1,0
E:\FYP_Project\temp_batch\File_5277.java,ReflectionToStringBuilder,class,13,14,1,13,59,1,0,47,523,0.8857143,0.0,0.0,35,12,29,1,3,2,34,0,0,0,6,0,0,4,2,0,0,0,0,189,32,2,11,1,0,2,3,14,0,11,4,0,0,0,268,1,0
E:\FYP_Project\temp_batch\File_2174.java,org.junit.tests.experimental.AssumptionTest$Anonymous2,anonymous,1,1,0,1,1,1,0,1,0,0.0,NaN,NaN,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-1,0
E:\FYP_Project\temp_batch\File_5238.java,org.apache.commons.lang3.text.translate.NumericEntityUnescaper$OPTION,enum,0,0,0,0,0,1,0,0,0,0.0,-1.0,-1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$HasMethodReturningMethodRule,innerclass,3,3,0,3,2,1,0,0,1,0.5,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,19,1,0,0,0,0,0,0,1,0,1,0,1,0,0,7,9,0
E:\FYP_Project\temp_batch\File_2157.java,org.junit.rules.TestWatcherTest$CallbackArguments$Starting$Anonymous5,anonymous,1,1,0,1,1,1,0,0,0,0.0,NaN,NaN,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,-1,0
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$CallsMethodReturningRuleOnlyOnce,innerclass,5,5,0,5,2,1,0,1,0,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,1,20,1,0,0,0,0,0,2,1,0,1,0,0,1,0,14,9,0
E:\FYP_Project\temp_batch\File_2154.java,org.junit.rules.ClassRulesTest$ClassRuleOrdering,innerclass,5,5,0,5,4,1,0,1,6,0.0,0.0,0.0,4,2,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,14,2,0,0,0,0,4,2,0,0,0,0,0,0,0,10,9,0
E:\FYP_Project\temp_batch\File_2190.java,DurationAfterTestTest,innerclass,3,4,1,3,2,1,0,3,1,0.0,0.0,0.0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,0,0,0,24,9,0
E:\FYP_Project\temp_batch\File_766.java,com.puppycrawl.tools.checkstyle.checks.indentation.IndexHandler,class,3,4,1,3,2,2,0,0,1,0.0,0.0,0.0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,28,1,0
