file,class,method,constructor,line,cbo,cboModified,fanin,fanout,wmc,rfc,loc,returnsQty,variablesQty,parametersQty,methodsInvokedQty,methodsInvokedLocalQty,methodsInvokedIndirectLocalQty,loopQty,comparisonsQty,tryCatchQty,parenthesizedExpsQty,stringLiteralsQty,numbersQty,assignmentsQty,mathOperationsQty,maxNestedBlocksQty,anonymousClassesQty,innerClassesQty,lambdasQty,uniqueWordsQty,modifiers,logStatementsQty,hasJavaDoc
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testForEach_null/0,false,264,1,0,0,0,1,3,5,0,1,0,3,0,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,false
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testForEach_withoutCause/0,false,291,1,0,0,0,1,5,6,0,1,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,9,0,0,false
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testPrintRootCauseStackTrace_ThrowableStream/0,false,692,3,1,0,1,1,9,16,0,3,0,9,1,2,0,0,0,0,0,4,6,0,0,0,0,1,25,0,0,false
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testForEach_withCause/0,false,281,1,0,0,0,1,5,8,0,1,0,5,0,0,0,0,0,0,0,4,1,0,0,0,0,0,9,0,0,false
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testWrapAndUnwrapThrowable/0,false,924,2,0,0,0,1,4,4,0,1,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,10,0,0,false
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testGetRootCauseStackTrace_Throwable/0,false,343,2,1,0,1,5,6,22,0,3,0,6,1,2,2,0,0,0,0,1,7,0,2,0,0,0,23,0,0,false
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testGetThrowables_Throwable_nested/0,false,491,1,0,0,0,1,3,6,0,1,0,3,0,0,0,0,0,0,0,3,1,0,0,0,0,0,10,0,0,false
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testIsChecked_checked/0,false,635,1,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,false
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testIsChecked_unchecked/0,false,650,1,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,false
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testGetThrowableCount_Throwable/0,false,428,1,0,0,0,1,2,8,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,15,0,0,false
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testForEach_nested/0,false,255,1,0,0,0,1,5,7,0,1,0,5,0,0,0,0,0,0,0,3,1,0,0,0,0,0,8,0,0,false
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testIndexOf_ThrowableClass/0,false,529,4,0,0,0,1,2,18,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,8,0,0,false
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testIsUnchecked_error/0,false,665,1,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,false
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testRemoveCommonFrames_ListList/0,false,728,1,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,false
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testThrowableOf_ThrowableClass/0,false,800,4,0,0,0,1,4,18,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,false
E:\FYP_Project\temp_batch\File_5812.java,org.apache.commons.lang3.exception.ExceptionUtilsTest,testForEach_jdkNoCause/0,false,247,1,0,0,0,1,5,6,0,1,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,10,0,0,false
E:\FYP_Project\temp_batch\File_719.java,org.junit.tests.listening.RunnerTest$ExampleTest,testEmpty/0,false,42,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
E:\FYP_Project\temp_batch\File_2381.java,org.apache.commons.lang3.function.PredicatesTest,testTruePredicate/0,false,42,1,0,0,0,1,4,7,0,1,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,false
E:\FYP_Project\temp_batch\File_2381.java,org.apache.commons.lang3.function.PredicatesTest,testFalsePredicate/0,false,33,1,0,0,0,1,4,7,0,1,0,4,0,0,0,0,0,0,1,0,1,0,0,0,0,0,7,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testFormatTimeWithMessage/0,false,169,2,0,0,0,1,3,5,0,2,0,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,16,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testStopTimeSimple/0,false,446,3,1,0,1,2,7,10,0,4,0,7,1,1,0,0,0,0,0,0,4,0,0,0,0,0,27,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testToSplitStringWithMessage/0,false,524,3,1,0,1,1,6,8,0,2,0,6,1,1,0,0,0,0,1,1,2,1,0,0,0,0,38,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testLang315/0,false,298,3,1,0,1,1,7,13,0,5,0,7,1,1,0,0,0,0,0,0,5,0,0,0,0,0,25,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testStopInstantSimple/0,false,432,3,1,0,1,2,9,11,0,4,0,9,1,1,0,0,0,0,0,0,4,0,0,0,0,0,28,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,"set/2[org.apache.commons.lang3.time.StopWatch,long]",false,71,2,2,2,0,2,5,14,2,2,2,5,0,0,0,0,1,0,3,1,2,1,1,0,0,0,13,2,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testGetStartTime/0,false,256,2,0,0,0,2,6,10,0,2,0,6,0,0,0,0,0,0,3,0,2,0,0,0,0,0,19,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testGetSplits/1[org.apache.commons.lang3.time.StopWatch],false,232,1,1,1,0,1,7,7,0,0,1,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,2,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,sleepPlus1/1[java.time.Duration],false,91,0,12,12,0,1,2,3,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,27,2,0,true
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testGetWithTimeUnit/0,false,282,3,1,0,1,1,4,7,0,1,0,4,1,2,0,0,0,0,0,8,1,1,0,0,0,0,12,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testRun/0,false,324,2,0,0,0,3,12,29,0,4,0,12,0,0,0,0,0,0,1,5,4,0,1,0,0,3,18,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testGetDuration/0,false,203,3,1,0,1,2,8,10,0,2,0,8,1,1,0,0,0,0,1,1,2,1,0,0,0,1,24,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testToSplitString/0,false,515,3,1,0,1,1,6,7,0,2,0,6,1,1,0,0,0,0,1,0,2,0,0,0,0,0,29,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testGetSplitDuration/0,false,215,3,1,0,1,1,6,6,0,1,0,6,1,1,0,0,0,0,0,2,1,0,0,0,0,0,10,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testStatic/0,false,426,2,0,0,0,1,3,4,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testGet/0,false,176,2,0,0,0,3,11,25,2,4,0,11,0,0,0,0,0,0,1,5,4,0,1,0,0,3,18,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testToStringWithMessage/0,false,544,3,1,0,1,1,8,9,0,2,0,8,1,1,0,0,0,0,2,1,2,1,0,0,0,0,38,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testFormatSplitTimeWithMessage/0,false,150,2,0,0,0,1,7,9,0,2,0,7,0,0,0,0,0,0,2,0,2,0,0,0,0,0,31,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testFormatTime/0,false,161,2,0,0,0,1,5,6,0,2,0,5,0,0,0,0,0,0,1,0,2,0,0,0,0,0,22,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testGetStartInstant/0,false,241,2,0,0,0,2,8,10,0,2,0,8,0,0,0,0,0,0,2,1,2,0,0,0,0,0,19,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testGetSplits/0,false,224,3,1,0,1,1,7,7,0,1,0,7,1,1,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testBooleanStates/0,false,117,2,0,0,0,1,8,18,0,1,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,9,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testToString/0,false,534,3,1,0,1,1,6,7,0,2,0,6,1,1,0,0,0,0,1,0,2,0,0,0,0,0,28,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testMessage/0,false,313,2,0,0,0,1,10,9,0,1,0,10,0,0,0,0,0,0,2,0,1,0,0,0,0,0,14,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testSuspend/0,false,459,3,1,0,1,12,21,38,0,18,0,21,1,1,0,0,0,0,12,6,18,3,0,0,0,12,34,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,createMockStopWatch/1[long],false,65,2,2,1,1,1,3,5,1,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,31,2,0,true
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testGetTime/0,false,270,3,1,0,1,3,6,10,0,2,0,6,1,1,0,0,0,0,2,4,2,2,0,0,0,2,24,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testSimple/0,false,355,3,1,0,1,2,9,14,0,4,0,9,1,1,0,0,0,0,1,2,4,1,0,0,0,1,25,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testSplit/0,false,371,3,1,0,1,7,15,23,0,8,0,15,1,1,0,0,0,0,3,3,8,3,0,0,0,2,32,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testBadStates/0,false,99,2,0,0,0,1,3,16,0,1,0,3,0,0,0,0,0,0,11,0,1,0,0,0,0,0,35,0,0,true
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testSplitsWithStringLabels/0,false,396,3,0,0,0,4,13,22,0,5,0,13,0,0,0,0,0,0,3,11,5,0,0,0,0,0,17,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,testFormatSplitTime/0,false,140,2,0,0,0,1,7,8,0,2,0,7,0,0,0,0,0,0,1,0,2,0,0,0,0,0,29,0,0,false
E:\FYP_Project\temp_batch\File_788.java,org.apache.commons.lang3.time.StopWatchTest,throwIOException/0,false,555,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,false
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"isRegistered/2[Object,Object]",false,150,2,0,0,0,2,6,6,1,3,2,6,1,1,0,1,0,1,0,0,3,0,0,0,0,0,41,8,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[Object[],Object[]]",false,758,1,0,0,0,8,2,20,5,1,2,2,0,0,1,4,0,0,0,1,1,0,1,0,0,0,44,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"register/2[Object,Object]",false,327,0,0,0,0,1,3,3,0,0,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,20,10,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,reset/0,false,1027,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"reflectionEquals/5[Object,Object,boolean,Class<?>,String[]]",false,266,1,0,0,0,1,1,3,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,9,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[long[],long[]]",false,688,1,0,0,0,8,2,20,5,1,2,2,0,0,1,4,0,0,0,1,1,0,1,0,0,0,27,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"reflectionAppend/2[Object,Object]",false,924,2,0,0,0,16,8,50,5,3,2,8,0,0,1,6,1,1,0,0,11,0,3,0,0,0,99,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[int[],int[]]",false,641,1,0,0,0,8,2,20,5,1,2,2,0,0,1,4,0,0,0,1,1,0,1,0,0,0,27,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"unregister/2[Object,Object]",false,342,2,0,0,0,2,4,7,0,1,2,4,1,1,0,0,0,0,0,0,1,0,1,0,0,0,22,10,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,EqualsBuilder/0,true,373,2,0,0,0,1,1,4,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,15,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,setEquals/1[boolean],false,1056,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8,4,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,isEquals/0,false,893,0,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,setReflectUpToClass/1[Class<?>],false,1079,2,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[short,short]",false,786,1,0,0,0,2,0,6,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,15,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[Object,Object]",false,720,2,0,0,0,8,7,23,4,1,2,7,0,0,0,3,0,0,0,0,2,0,1,0,0,0,38,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,getRegistry/0,false,133,2,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,8,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[long,long]",false,671,1,0,0,0,2,0,6,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,15,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"reflectionEquals/3[Object,Object,Collection<String>]",false,291,1,0,0,0,1,2,3,1,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,9,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[float,float]",false,579,1,0,0,0,2,2,6,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,setExcludeFields/1[String[]],false,1067,1,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[short[],short[]]",false,803,1,0,0,0,8,2,20,5,1,2,2,0,0,1,4,0,0,0,1,1,0,1,0,0,0,27,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[int,int]",false,624,1,0,0,0,2,0,6,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,15,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[boolean[],boolean[]]",false,404,1,0,0,0,8,2,20,5,1,2,2,0,0,1,4,0,0,0,1,1,0,1,0,0,0,27,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[double,double]",false,528,1,0,0,0,2,2,6,2,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,38,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,setBypassReflectionClasses/1[List<Class<?>>],false,1045,3,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,60,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"reflectionEquals/6[Object,Object,boolean,Class<?>,boolean,String[]]",false,219,2,0,0,0,4,6,9,3,0,6,6,1,1,0,3,0,0,0,0,0,0,1,0,0,0,101,9,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[byte[],byte[]]",false,449,1,0,0,0,8,2,20,5,1,2,2,0,0,1,4,0,0,0,1,1,0,1,0,0,0,27,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"appendArray/2[Object,Object]",false,830,1,0,0,0,10,3,32,0,0,2,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,20,2,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[char[],char[]]",false,494,1,0,0,0,8,2,20,5,1,2,2,0,0,1,4,0,0,0,1,1,0,1,0,0,0,27,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[double[],double[]]",false,545,1,0,0,0,8,2,20,5,1,2,2,0,0,1,4,0,0,0,1,1,0,1,0,0,0,27,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[boolean,boolean]",false,386,1,0,0,0,3,0,7,2,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,16,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"getRegisterPair/2[Object,Object]",false,122,2,0,0,0,1,1,3,1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[byte,byte]",false,432,1,0,0,0,2,0,6,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,15,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,setTestRecursive/1[boolean],false,1094,1,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,35,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"reflectionEquals/3[Object,Object,boolean]",false,179,0,0,0,0,1,1,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,9,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[float[],float[]]",false,596,1,0,0,0,8,2,20,5,1,2,2,0,0,1,4,0,0,0,1,1,0,1,0,0,0,27,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,appendSuper/1[boolean],false,865,1,0,0,0,2,0,7,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,build/0,false,883,2,0,0,0,1,2,3,1,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"reflectionAppend/3[Object,Object,Class<?>]",false,997,3,0,0,0,10,13,19,1,3,3,13,0,0,1,0,1,1,1,1,3,0,3,0,0,0,33,2,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"reflectionEquals/3[Object,Object,String[]]",false,316,0,0,0,0,1,1,3,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,9,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,setTestTransients/1[boolean],false,1106,1,0,0,0,1,0,4,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,1,0,true
E:\FYP_Project\temp_batch\File_5276.java,EqualsBuilder,"append/2[char,char]",false,477,1,0,0,0,2,0,6,1,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,15,1,0,true
E:\FYP_Project\temp_batch\File_3865.java,org.apache.commons.lang3.concurrent.EventCountCircuitBreaker$CheckIntervalData,"CheckIntervalData/2[int,long]",true,203,0,6,6,0,1,0,4,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,18,0,0,true
E:\FYP_Project\temp_batch\File_3865.java,org.apache.commons.lang3.concurrent.EventCountCircuitBreaker$CheckIntervalData,increment/1[int],false,233,1,4,1,3,2,2,3,1,0,1,2,2,1,0,1,0,0,0,1,0,1,0,0,0,0,22,1,0,true
E:\FYP_Project\temp_batch\File_3865.java,org.apache.commons.lang3.concurrent.EventCountCircuitBreaker$CheckIntervalData,getEventCount/0,false,222,0,3,3,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,0,true
E:\FYP_Project\temp_batch\File_3865.java,org.apache.commons.lang3.concurrent.EventCountCircuitBreaker$CheckIntervalData,getCheckIntervalStart/0,false,213,0,3,3,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,0,true
E:\FYP_Project\temp_batch\File_2606.java,ConversionTest,testHexToByte_IllegalArgument/0,false,35,1,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,1,9,0,0,false
E:\FYP_Project\temp_batch\File_2606.java,ConversionTest,testHexToByte_nullString/0,false,40,1,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,1,10,0,0,false
E:\FYP_Project\temp_batch\File_2606.java,ConversionTest,testHexToByte/0,false,29,1,0,0,0,1,2,4,0,0,0,2,0,0,0,0,0,0,2,10,0,0,0,0,0,0,6,0,0,false
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$ParameterizedWithoutSpecialTestname,ParameterizedWithoutSpecialTestname/1[java.lang.Object],true,124,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,false
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$ParameterizedWithoutSpecialTestname,testSomething/0,false,128,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
E:\FYP_Project\temp_batch\File_2184.java,org.junit.tests.running.classes.ParameterizedTestTest$ParameterizedWithoutSpecialTestname,data/0,false,120,1,0,0,0,1,1,3,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,9,0,false
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$CallsMethodReturningRuleOnlyOnce$Dummy,"apply/3[org.junit.rules.Statement,org.junit.rules.FrameworkMethod,java.lang.Object]",false,384,3,0,0,0,1,0,8,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,1,0,false
E:\FYP_Project\temp_batch\File_2173.java,junit.tests.runner.TextRunnerTest,"execTest/2[java.lang.String,boolean]",false,27,0,3,3,0,5,9,15,0,5,2,9,0,0,1,5,0,2,6,4,5,1,1,0,0,0,15,0,0,false
E:\FYP_Project\temp_batch\File_2173.java,junit.tests.runner.TextRunnerTest,testSuccess/0,false,19,1,1,0,1,1,1,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,false
E:\FYP_Project\temp_batch\File_2173.java,junit.tests.runner.TextRunnerTest,testError/0,false,23,1,1,0,1,1,1,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,false
E:\FYP_Project\temp_batch\File_2173.java,junit.tests.runner.TextRunnerTest,testFailure/0,false,15,1,1,0,1,1,1,3,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,5,1,0,false
E:\FYP_Project\temp_batch\File_2173.java,junit.tests.runner.TextRunnerTest,testRunReturnsResult/0,false,44,2,2,0,2,1,4,15,0,2,0,4,0,0,0,0,1,0,0,0,2,0,1,1,0,0,19,1,0,false
E:\FYP_Project\temp_batch\File_2176.java,org.junit.tests.experimental.max.MaxStarterTest$TwoUnEqualTests,fast/0,false,133,2,1,0,1,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,false
E:\FYP_Project\temp_batch\File_2176.java,org.junit.tests.experimental.max.MaxStarterTest$TwoUnEqualTests,slow/0,false,127,2,1,0,1,1,2,4,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,false
E:\FYP_Project\temp_batch\File_2547.java,TestRule,"apply/2[Statement,Description]",false,46,1,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,true
E:\FYP_Project\temp_batch\File_2155.java,org.junit.rules.MethodRulesTest$PrivateRule,foo/0,false,268,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,false
E:\FYP_Project\temp_batch\File_2141.java,ComparisonFailure,getMessage/0,false,48,3,0,0,0,1,2,3,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,true
E:\FYP_Project\temp_batch\File_2141.java,ComparisonFailure,getActual/0,false,57,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
E:\FYP_Project\temp_batch\File_2141.java,ComparisonFailure,getExpected/0,false,66,1,0,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,true
E:\FYP_Project\temp_batch\File_2141.java,ComparisonFailure,"ComparisonFailure/3[String,String,String]",true,36,0,0,0,0,1,0,5,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,14,1,0,true
